"EDCS-ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating","cleaned_place"
"EDCS-27601581","CIL 03, 02017","Dalmatia","Solin / Salona","1","100","1","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Corneli/us L(uci) <f=E>(ilius) Mae(cia) / Pelagonia ve<t=R>(eranus) / leg(ionis) XI / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) <e=F>(st) fili(i) p(osuerunt)","L Cornelius L E Mae Pelagonia veR leg XI ann XLV stip XXV h s F fili p","Lucius Cornelius Luci filius Maecia Pelagonia veteranus legionis XI annorum XLV stipendiorum XXV hic situs est filii posuerunt",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054713","","","1 to 100","Salona"
"EDCS-27601582","CIL 03, 02018","Dalmatia","Solin / Salona","14","37","14","37","Augusti/Augustae;  milites;  ordo equester;  tituli honorarii;  tituli sacri;  tria nomina;  viri","[3 Cor]nelio C(ai) f(ilio) Tro(mentina) N[3] / [praef(ecto) fab]r(um) bis trib(uno) mil(itum) bis leg(ionis) [3] / [corona] aurea et hasta pura a [Ti(berio) Caesare] / [di]vi Augusti f(ilio) Augusto d[onato]","nelio C f Tro N r bis trib mil bis leg aurea et hasta pura a vi Augusti f Augusto d","Cornelio Cai filio Tromentina N praefecto fabrum bis tribuno militum bis legionis corona aurea et hasta pura a Tiberio Caesare divi Augusti filio Augusto donato",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054719","","","14 to 37","Salona"
"EDCS-27601583","CIL 03, 02019 = D 07161 = Legio-VII 00027","Dalmatia","Solin / Salona","1","100","1","100","milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","C(aius) Curiatius T(iti) f(ilius) Serg(ia) / Secundus dom(o) Augusta / Troade vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / scrib[a] Salonis annor(um) LXV h(ic) s(itus) e(st) / [in fr(onte) p(edes) 3 in agr(o)] p(edes) XX","C Curiatius T f Serg Secundus dom Augusta Troade vet leg VII C P F scrib Salonis annor LXV h s e p XX","Caius Curiatius Titi filius Sergia Secundus domo Augusta Troade veteranus legionis VII Claudiae Piae Fidelis scriba Salonis annorum LXV hic situs est in fronte pedes in agro pedes XX","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00027.jpg;$PF_CIL_03_02019.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054720;de-b0727","","","1 to 100","Salona"
"EDCS-27601619","CIL 03, 02021 (p 2135, 2328,125)","Dalmatia","Solin / Salona","71","100","71","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) F(elicis) / h(ic) s(iti) s(unt)","M Eupunius Victor Aequitinae Tertiae coniugi et L Mario Fortunato fratri mil leg IIII F F h s s","Marcus Eupunius Victor Aequitinae Tertiae coniugi et Lucio Mario Fortunato fratri militi legionis IIII Flaviae Felicis hic siti sunt",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044157;HD054722","","","71 to 100","Salona"
"EDCS-27601584","CIL 03, 02022 (p 1509) = Legio-VII 00015","Dalmatia","Solin / Salona","42","100","42","100","Augusti/Augustae;  liberti/libertae;  milites;  mulieres;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII <C=P>(laudiae) <P=C>(iae) F(idelis) / v(ivus) f(ecit) sibi et Claudiae <T=L>i(beri) / Claudi A<l=I>ypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","L Fabius L f Saturninus vet leg VII P C F v f sibi et Claudiae Li Claudi AIypi l Caesaris libertae Euche h s s loc don C Titius Restitutus amicus h m h n s","Lucius Fabius Luci filius Saturninus veteranus legionis VII Claudiae Piae Fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054723","","","42 to 100","Salona"
"EDCS-27601620","CIL 03, 02024","Dalmatia","Solin / Salona","71","100","71","100","milites;  nomen singulare;  tituli sepulcrales;  viri","D(is) M(anibus) / Fideli Sa/turionis / mil(itis) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII","D M Fideli Saturionis mil coh I Fl Brittonum stip XVIII","Dis Manibus Fideli Saturionis militis cohortis I Flaviae Brittonum stipendiorum XVIII",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054732","","","71 to 100","Salona"
"EDCS-27601585","CIL 03, 02026 (p 1030) = D 07162 = ILJug-03, 01961 = AHB p 367 = AE 2014, +01016","Dalmatia","Solin / Salona","71","150","71","150","milites;  officium/professio;  ordo decurionum;  ordo equester;  tituli honorarii;  tria nomina;  viri","T(ito) Flavio / T(iti) f(ilio) Tro(mentina) / Agricolae / decur(ioni) col(oniae) Sal(onitanae) / aedili IIvir(o) iure / dic(undo) dec(urioni) col(oniae) Aequi/tatis IIvir(o) q(uin)q(uennali) disp(unctori) / municipi(i) Riditar(um) / praef(ecto) et patron(o) coll(egii) / fabr(um) ob merita eius coll(egium) / fabr(um) ex aere conlato / curatori rei pub(licae) Splonis/{s}tarum trib(uno) leg(ionis) X G(eminae) P(iae) F(idelis)","T Flavio T f Tro Agricolae decur col Sal aedili II vir iure dic dec col Aequitatis II vir qq disp municipi Riditar praef et patron coll fabr ob merita eius coll fabr ex aere conlato curatori rei pub Splonisstarum trib leg X G P F","Tito Flavio Titi filio Tromentina Agricolae decurioni coloniae Salonitanae aedili II viro iure dicundo decurioni coloniae Aequitatis II viro quinquennali dispunctori municipii Riditarum praefecto et patrono collegii fabrum ob merita eius collegium fabrum ex aere conlato curatori rei publicae Splonistarum tribuno legionis X Geminae Piae Fidelis",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054750;de-b0727;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2026","","","71 to 150","Salona"
"EDCS-27601587","CIL 03, 02028 (p 1030) = CIL 03, 08753","Dalmatia","Solin / Salona","41","41","41","41","liberti/libertae;  milites;  ordo decurionum;  ordo equester;  ordo senatorius;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri","L(ucio) Praec[i]l[i]o L(uci) f(ilio) Clementi / Iuliano / pontif(ici) quinquennal(i) desig(nato) / flamini patrono coloniae / primipilari leg(ionis) V Macedonicae / praefecto castrorum / leg(ionis) eiusdem veterani qui / militaver(unt) sub P(ublio) Me<mm=NT>i{n}o Re/gulo legato August{al}i et mis/si sunt Q(uinto) <F=E>u{te}tio Lusio Saturni/no M(arco) Seio Verano co(n)s(ulibus) curam geren/tibus Ti(berio) Claudio Celso Ti(beri) Aug(usti) [l(iberto?)] / Combio M(arco) Tauritio Marcellino / l(ocus) d(atus) p(ublice)","L Praeclo L f Clementi Iuliano pontif quinquennal desig flamini patrono coloniae primipilari leg V Macedonicae praefecto castrorum leg eiusdem veterani qui militaver sub P Meino Regulo legato Augustali et missi sunt Q Eutetio Lusio Saturnino M Seio Verano cos curam gerentibus Ti Claudio Celso Ti Aug Combio M Tauritio Marcellino l d p","Lucio Praecilio Luci filio Clementi Iuliano pontifici quinquennali designato flamini patrono coloniae primipilari legionis V Macedonicae praefecto castrorum legionis eiusdem veterani qui militaverunt sub Publio MemmTio Regulo legato Augusti et missi sunt Quinto Futio Lusio Saturnino Marco Seio Verano consulibus curam gerentibus Tiberio Claudio Celso Tiberi Augusti liberto Combio Marco Tauritio Marcellino locus datus publice",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054776;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8753","","","41 to 41","Salona"
"EDCS-27601588","CIL 03, 02029 = Afrique p 724","Dalmatia","Solin / Salona","106","150","106","150","milites;  tituli sepulcrales;  tria nomina;  viri","D(is) M(anibus) / T(ito) Fl(avio) Pompo/niano |(centurioni) / leg(ionis) II Tr(aianae) Fort(is) |(centurioni) leg(ionis) I[III] / Fl(aviae) |(centurioni) leg(ionis) XII Fulmin[a]/tae |(centurioni) leg(ionis) XVI Flaviae / |(centurioni) leg(ionis) XIIII Geminae M(artiae) / |(centurioni) leg(ionis) II Tr<a=O>(ianae) / Fort(is) / heredes","D M T Fl Pomponiano leg II Tr Fort leg I Fl leg XII Fulmintae leg XVI Flaviae leg XIIII Geminae M leg II TrO Fort heredes","Dis Manibus Tito Flavio Pomponiano centurioni legionis II Traianae Fortis centurioni legionis IIII Flaviae centurioni legionis XII Fulminatae centurioni legionis XVI Flaviae centurioni legionis XIIII Geminae Martiae centurioni legionis II Traianae Fortis heredes",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0039092;HD054794","","","106 to 150","Salona"
"EDCS-27601621","CIL 03, 02030","Dalmatia","Solin / Salona","41","54","41","54","liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tria nomina;  viri","T(itus) Fuficius C(ai) f(ilius) Pol(lia) vet(eranus) leg(ionis) XX / T(itus) Fuficius T(iti) l(ibertus) Privatus / Fuficia |(mulieris) l(iberta) Prisca Fuficia T(iti) l(iberta) Prima","T Fuficius C f Pol vet leg XX T Fuficius T l Privatus Fuficia l Prisca Fuficia T l Prima","Titus Fuficius Cai filius Pollia veteranus legionis XX Titus Fuficius Titi libertus Privatus Fuficia mulieris liberta Prisca Fuficia Titi liberta Prima","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02030_4.jpg;$PF_CIL_03_02030_5.jpg;$M_CIL_03_02030_1.jpg;$CIL_03_02030_4.jpg;$CIL_03_02030_1.jpg;$CIL_03_02030_2.jpg;$CIL_03_02030_3.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0040968;HD054437","","","41 to 54","Salona"
"EDCS-24400333","CIL 03, 02031 = Philippi 00710 = CIPh-02-01, p 396","Dalmatia","Solin / Salona","9","70","9","70","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Fulvius / C(ai) f(ilius) Vol(tinia) Phil(ippis) / miles leg(ionis) XI / annor(um) XXX / stipend(iorum) X","C Fulvius C f Vol Phil miles leg XI annor XXX stipend X","Caius Fulvius Cai filius Voltinia Philippis miles legionis XI annorum XXX stipendiorum X",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=E710;HD051030","","","9 to 70","Salona"
"EDCS-27601590","CIL 03, 02033 = Legio-VII 00018","Dalmatia","Solin / Salona","1","41","1","41","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Hortensio / Q(uinti) f(ilio) vet(erano) leg(ionis) / VII h(ic) s(itus) e(st) / Hortensia / Q(uinti) f(ilia) Quarta et / L(ucius) Corellius I[u]c/undus patri posuere","Q Hortensio Q f vet leg VII h s e Hortensia Q f Quarta et L Corellius Icundus patri posuere","Quinto Hortensio Quinti filio veterano legionis VII hic situs est Hortensia Quinti filia Quarta et Lucius Corellius Iucundus patri posuere",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054808","","","1 to 41","Salona"
"EDCS-27601591","CIL 03, 02034 = AE 2012, 01086","Dalmatia","Solin / Salona","71","150","71","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Diop(h)antus Ale/xandri f(ilius) / d(e) liburna Mur/ena vixit an(n)o/s XXXVIII militavi/t an(n)os XVI / h(ic) s(itus)","Diopantus Alexandri f d liburna Murena vixit anos XXXVIII militavit anos XVI h s","Diophantus Alexandri filius de liburna Murena vixit annos XXXVIII militavit annos XVI hic situs",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054811;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=2034","","","71 to 150","Salona"
"EDCS-27601592","CIL 03, 02035 (p 1030, 1509) = CIL 11, *00642a12","Dalmatia","Solin / Salona","51","150","51","150","liberti/libertae;  milites;  mulieres;  tria nomina;  viri","M(arcus) Iul(ius) M(arci) f(ilius) Vol(tinia) / Paternus / Aquis Sextiis / mil(es) leg(ionis) VI Victric(is) / |(centurio) leg(ionis) VIII Aug(ustae) |(centurio) leg(ionis) XIIII / G(eminae) M(artiae) V(ictricis) |(centurio) leg(ionis) XI C(laudiae) P(iae) F(idelis) / t(estamento) f(ieri) i(ussit) ex HS X(milibus) / Iulia T(iti) f(ilia) Maxima uxor / et M(arcus) Iul(ius) M(arci) l(ibertus) Docimus h(eredes) f(aciendum) c(uraverunt)","M Iul M f Vol Paternus Aquis Sextiis mil leg VI Victric leg VIII Aug leg XIIII G M V leg XI C P F t f i ex HS X Iulia T f Maxima uxor et M Iul M l Docimus h f c","Marcus Iulius Marci filius Voltinia Paternus Aquis Sextiis miles legionis VI Victricis centurio legionis VIII Augustae centurio legionis XIIII Geminae Martiae Victricis centurio legionis XI Claudiae Piae Fidelis testamento fieri iussit ex HS Xmilibus Iulia Titi filia Maxima uxor et Marcus Iulius Marci libertus Docimus heredes faciendum curaverunt",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD054813","","","51 to 150","Salona"
"EDCS-27601623","CIL 03, 02037 = CIL 03, 08579 = D 02260 (p 177)","Dalmatia","Solin / Salona","101","150","101","150","milites;  tituli sepulcrales;  tria nomina;  viri","Quartus Iu(v)entius T(iti) f(ilius) / missicius leg(ionis) XI / ann(orum) XXXV / h(ic) s(itus) e(st)","Quartus Iuentius T f missicius leg XI ann XXXV h s e","Quartus Iuventius Titi filius missicius legionis XI annorum XXXV hic situs est",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD055582;de-a0456;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8579","","","101 to 150","Salona"
"EDCS-27601593","CIL 03, 02038","Dalmatia","Solin / Salona","1","150","1","150","milites;  tituli honorarii;  tria nomina;  viri","T(ito) Laelio T(iti) f(ilio) / Severo |(centurioni) leg(ionis) III Cyr(enaicae)","T Laelio T f Severo leg III Cyr","Tito Laelio Titi filio Severo centurioni legionis III Cyrenaicae",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0040969;HD063322","","","1 to 150","Salona"
"EDCS-27601594","CIL 03, 02040 (p 1509) = Legio-VII 00035 = AE 2010, +01166","Dalmatia","Solin / Salona","42","100","42","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX","C Lucretius signif leg VII C P F dom Verona an XLV stip XXVI de suo peculio f i sibi et Primo suo curam egerunt frater et Chrestus lib in fr p X in agr p XX","Caius Lucretius signifer legionis VII Claudiae Piae Fidelis domo Verona annorum XLV stipendiorum XXVI de suo peculio faciendum iussit sibi et Primo suo curam egerunt frater et Chrestus libertus in fronte pedes X in agro pedes XX","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02040.jpg;$Legio-VII_00035.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0044158;HD063842;lu_21459","","","42 to 100","Salona"
"EDCS-27601595","CIL 03, 02041 (p 1509) = Legio-VII 00036","Dalmatia","Solin / Salona","42","100","42","100","liberti/libertae;  milites;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertabus) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX","C Lucretius vet leg VII C P F domo Verona v f sibi et Provinciali f et Firmillae et Tyche lib suis que omnibus in fr p X in agr p XX","Caius Lucretius veteranus legionis VII Claudiae Piae Fidelis domo Verona vivus fecit sibi et Provinciali filio et Firmillae et Tyche libertabus suis que omnibus in fronte pedes X in agro pedes XX","lapis",NA,"43.5441591","16.4919213","","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02041.jpg;$PF_CIL_03_02041_1.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063843","","","42 to 100","Salona"
"EDCS-27601600","CIL 03, 02048 = Legio-VII 00053","Dalmatia","Solin / Salona","9","100","9","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","T(itus) Sabinius T(iti) f(ilius) / Fab(ia) domo / Sebaste vete(ranus) / leg(ionis) VII ann(orum) LVI / sti(pendiorum) XXXII / h(ic) s(itus) e(st)","T Sabinius T f Fab domo Sebaste vete leg VII ann LVI sti XXXII h s e","Titus Sabinius Titi filius Fabia domo Sebaste veteranus legionis VII annorum LVI stipendiorum XXXII hic situs est",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063317","","","9 to 100","Salona"
"EDCS-27601601","CIL 03, 02049","Dalmatia","Solin / Salona","1","150","1","150","milites;  ordo decurionum;  ordo equester;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Servilio / M(arci) f(ilio) Palat(ina) / Pacuviano aedili / praef(ecto) cohort(is) I / Morinorum / M(arcus) Servilius Copien/sis Pacuvianus / pater fecit et sibi","Q Servilio M f Palat Pacuviano aedili praef cohort I Morinorum M Servilius Copiensis Pacuvianus pater fecit et sibi","Quinto Servilio Marci filio Palatina Pacuviano aedili praefecto cohortis I Morinorum Marcus Servilius Copiensis Pacuvianus pater fecit et sibi",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063273","","","1 to 150","Salona"
"EDCS-27601626","CIL 03, 02051 (p 1030) = CIL 03, 08580","Dalmatia","Solin / Salona","1","150","1","150","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","D(is) M(anibus) / L(ucio) Sextilio Rufo vet(erano) ex classe / praetoria Misenat(i)um et Pa/piriae Helpidi parentibus et / Sextiliae Valeriae Sextilia / Rufina viva fecit","D M L Sextilio Rufo vet ex classe praetoria Misenatum et Papiriae Helpidi parentibus et Sextiliae Valeriae Sextilia Rufina viva fecit","Dis Manibus Lucio Sextilio Rufo veterano ex classe praetoria Misenatium et Papiriae Helpidi parentibus et Sextiliae Valeriae Sextilia Rufina viva fecit",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063846;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=8580","","","1 to 150","Salona"
"EDCS-27601627","CIL 03, 02053","Dalmatia","Solin / Salona","51","150","51","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Tarcho / Tarbun/nis f(ilio) mil(iti) / coh(ortis) Aqu(itanorum) / ann(orum) XLV / stip(endiorum) XXV / dom(o) Camui / Tarpolie / [","Tarcho Tarbunnis f mil coh Aqu ann XLV stip XXV dom Camui Tarpolie","Tarcho Tarbunnis filio militi cohortis Aquitanorum annorum XLV stipendiorum XXV domo Camui Tarpolie",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD063271","","","51 to 150","Salona"
"EDCS-27601639","CIL 03, 02054 = CIL 03, 08758","Dalmatia","Solin / Salona","1","150","1","150","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Tettennius / T(iti) f(ilius) S<t=I>e(llatina) Pansa / vet(eranus) leg(ionis) XI C(laudiae) P(iae) F(idelis) / h(ic) s(itus) e(st)","L Tettennius T f SIe Pansa vet leg XI C P F h s e","Lucius Tettennius Titi filius Stellatina Pansa veteranus legionis XI Claudiae Piae Fidelis hic situs est",NA,NA,"43.5441591","16.4919213","",NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD062545","","","1 to 150","Salona"
