"EDCS-ID","publication","province","place","cleaned_place","dating_from","dating_to","status","inscription","inscription_interpretive_cleaning","latitude","longitude","photo"
"EDCS-57100085","VAMZ-1974-47","Dalmatia","Omisalj / Fulfinum","Fulfinum","92","92","Augusti/Augustae;  litterae erasae;  milites;  tituli operum;  tituli sacri;  viri","[I]mp(erator) Caesar divi f[[[il(ius) Domitia]]]/[[[nus]]] Aug[ustus] p(ontifex) m(aximus) tribuniciae / [p]otestatis [[[XIIII(?)]]] imp(erator) [[[XXII(?)]]] consul [[[XVI(?)]]] / censor perp(etuus) p(ater) p(atriae) / aquam Flaviam Augustam novis / fontibus collectis Flavio Fulfi/no induxit L(ucius) Sestius Dexter / veteranus coh(ortis) III praetoriae / de sua pecunia faciundum cu/ravit","Imperator Caesar divi filius Domitianus Augustus pontifex maximus tribuniciae potestatis XIIII imperator XXII consul XVI censor perpetuus pater patriae aquam Flaviam Augustam novis fontibus collectis Flavio Fulfino induxit Lucius Sestius Dexter veteranus cohortis III praetoriae de sua pecunia faciundum curavit","45.2120215","14.5575259",NA
"EDCS-31400694","CIL 03, 10181,2 (p 2328,178) = AE 1890, 00052","Dalmatia","Podgrade / Asseria","Asseria","1","70","milites;  sigilla impressa;  tituli fabricationis","Leg(io) VIII Aug(usta)","Legio VIII Augusta","44.0203427","15.669073",NA
"EDCS-31400408","CIL 03, 13339,1 = AE 1893, 00007","Dalmatia","Podgrade / Asseria","Asseria","1","70","milites;  sigilla impressa;  tituli fabricationis","[Le]g(io) VIII [Aug(usta)]","Legio VIII Augusta","44.0203427","15.669073",NA
"EDCS-30200437","CIL 03, 15025 = ILJug-03, 02832 = AE 1981, 00697","Dalmatia","Podgrade / Asseria","Asseria","1","50","milites;  tituli operum;  viri","C(aius) Oppiu[s 3] / mil(es) leg(ionis) X[ // ] d(e) s(ua) p(ecunia) // fr(umenti?) // he(mina?) // s(extarius)","Caius Oppius miles legionis X de sua pecunia frumenti hemina sextarius","44.0203427","15.669073","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-31200522","CIL 03, 15026 = Kurilic 00009 = AE 2003, +01332","Dalmatia","Podgrade / Asseria","Asseria","1","70","milites;  tituli sepulcrales;  viri","leg(ionis) X] Frete[nsis p]rimus omnium Asser[iensium ex HS] / CC testamen(to) fieri iussit","legionis X Fretensis primus omnium Asseriensium ex HS CC testamento fieri iussit","44.0203427","15.669073","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp"
"EDCS-30101162","Legio-VII 00099 = AE 2003, 01332","Dalmatia","Podgrade / Asseria","Asseria","14","20","milites;  ordo senatorius;  termini;  tria nomina;  viri","Ex [dec(reto) P(ubli) Corn(eli)] / Dol(abellae) leg(ati) pr(o) [pr(aetore)] / det(erminavit) C(aius) Titius / Geminus |(centurio) / leg(ionis) VII inte[r] / Asser(iates) et C[or(nienses)]","Ex decreto Publi Corneli Dolabellae legati pro praetore determinavit Caius Titius Geminus centurio legionis VII inter Asseriates et Cornienses","44.0203427","15.669073",NA
"EDCS-10100634","ILJug-03, 01655 = AHB p 514","Dalmatia","Podgradina / Municipium Salvium","Municipium Salvium","1","150","officium/professio;  ordo decurionum;  ordo equester;  tituli honorarii;  viri","]atis praecipu[3] / [3] magneque in[3] / [3]bus equo et dil[3] / [3]ntio princ(ipi) m[unicipii 3] / [3 omni]bus honori[bus 3] / [3 perf]uncto ex pro[3] / [3] metalloru[m 3] / [3]api[","atis praecipu magne que in bus equo et dil ntio principi municipii omnibus honoribus perfuncto ex pro metallorum api","44.0228138","16.8861421","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01655.jpg"
"EDCS-30600026","CIL 03, 06415 = CIL 03, 09895","Dalmatia","Puljane / Pugliane / Burnum","Burnum","31","100","mulieres;  tituli sepulcrales;  tria nomina;  viri","Ti(berius) Claudius [3] / Ti(beri) <f=I>(ilius) Quadrat[us 3] / Clau(dio) Aequo[3] / ann(orum) XXXV s[ibi et] / Pelsoniae [3 f(iliae) Ter]/tullae uxo[ri] / t(estamento) f(ieri) i(ussit)","Tiberius Claudius Tiberi filius Quadratus Claudio Aequo annorum XXXV sibi et Pelsoniae filiae Tertullae uxori testamento fieri iussit","43.9743322","16.032173",NA
"EDCS-10101964","ILJug-03, 02956 = AE 1980, 00689 = AE 2012, +01086 = AE 2016, +01224","Dalmatia","Punta Kriza","Punta Kriza","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Liccaeus Vei f(ilius) / |(centurio) de liburna / Lucusta / testamento / fieri iussit arbit(ratu) / Dabali Triti / heredis / a(mico) mer(enti) an(norum) XXX / loc(o) publ(ice) dat(o)","Liccaeus Vei filius centurio de liburna Lucusta testamento fieri iussit arbitratu Dabali Triti heredis amico merenti annorum XXX loco publice dato","44.6382141","14.4929765","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_AE_1980_00689_1.jpg;$M_AE_1980_00689_2.jpg;pp"
"EDCS-28400368","CIL 03, 03114 = Liburnia 00040","Dalmatia","Rab, Otok / Arba","Arba","1","150","milites;  tituli sacri;  tria nomina;  viri","Iovi / Optimo / Maximo / Sex(tus) Quinctilius / Q(uinti) f(ilius) Seneca veter(anus) / coh(ortis) IIII pr(aetoriae) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Sextus Quinctilius Quinti filius Seneca veteranus cohortis IIII praetoriae votum solvit libens merito","44.7756866","14.7346385",NA
"EDCS-27400557","CIL 03, 01717 (p 1028) = CILGM 00001 =SEBarc-09, p 189,07","Dalmatia","Risan / Risano / Risinium","Risinium","1","150","mulieres;  ordo decurionum;  ordo equester;  tituli honorarii;  tria nomina;  viri","Q(uintus) Manlius Q(uinti) f(ilius) Serg(ia) Rufus / dec(urio) iudex ex quinq(ue) decuri(i)s equo publico / testamento fieri iussit / et epulo dedicari / in hoc opus Statia Sex(ti) f(ilia) Fida mater adiecit HS XXXV(milia) et summae operi et epulo relictae / XX(vicesimam) fisco intulit HS XIII(milia) CC solo publico","Quintus Manlius Quinti filius Sergia Rufus decurio iudex ex quin que decuriis equo publico testamento fieri iussit et epulo dedicari in hoc opus Statia Sexti filia Fida mater adiecit HS XXXVmilia et summae operi et epulo relictae XX vicesimam fisco intulit HS XIIImilia CC solo publico","42.5149792","18.6955649","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CILGM_00001_1.jpg;$CILGM_00001_2.jpg"
"EDCS-30301392","CIL 03, 09885 (p 1475) = D 02322","Dalmatia","Roski slap","Roski slap","9","42","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  viri","M(arcus) Fraxsanius Sex(ti) f(ilius) / Pol(lia) domo Regio Lepido / veteranus leg(ionis) XI eques / annorum XLIIII stipendiorum XXV donatus / phaleris torquibus / armillis h(ic) s(itus) e(st) / Primu(s) l(ibertus) pro meritis","Marcus Fraxsanius Sexti filius Pollia domo Regio Lepido veteranus legionis XI eques annorum XLIIII stipendiorum XXV donatus phaleris torquibus armillis hic situs est Primus libertus pro meritis","43.903745","15.9750672",NA
"EDCS-27500009","CIL 03, 01914 (p 2328,121) = CIL 03, 08506 = Wilkes-1969, p 112","Dalmatia","Runovici / Runovic / Novae","Novae","1","150","milites;  mulieres;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","C(aius) Appuleius Etrus/cus speculator / vet(eranus) leg(ionis) XI decurio / allectus Salonae / et C(aius) Appuleius / Etruscus f(ilius) anno/rum XIIII h(ic) s(iti) su[nt] / Cuparia Lupu[a(ria) f(ecit)]","Caius Appuleius Etruscus speculator veteranus legionis XI decurio allectus Salonae et Caius Appuleius Etruscus filius annorum XIIII hic siti sunt Cuparia Lupuaria fecit","43.388890","17.2354538",NA
"EDCS-27500010","CIL 03, 01915 (p 2328,121) = CIL 03, 08507","Dalmatia","Runovici / Runovic / Novae","Novae","42","150","milites;  tituli sepulcrales;  viri","] / SC[3] / Floreni[3] / vet(eranus) leg(ionis) XI C(laudiae) P(iae) F(idelis) / testamento f[ieri] / iussit h(ic) s(itus) [e(st)] / in fronte p(edes) X[3] / in agrum(!) p(edes) [3]","SC Floreni veteranus legionis XI Claudiae Piae Fidelis testamento fieri iussit hic situs est in fronte pedes X in agrum pedes","43.388890","17.2354538",NA
"EDCS-30200149","CIL 03, 09796 = Grbic 00188","Dalmatia","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","51","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Vercaius Me/di f(ilius) eques / ala nova C<l=I>a/udia [t(urma?) L]ici<n=I>i / domo Varcia/nus anno[r(um) 3] / st<i=U>pendior(um) XX[3] / h(ic) s(itus) e(st) posuit Max/imus Regini f(ilius)","Vercaius Medi filius eques ala nova Claudia turma Licini domo Varcianus annorum stipendiorum XX hic situs est posuit Maximus Regini filius","43.8199367","16.2663102",NA
"EDCS-10000768","ILJug-02, 00756","Dalmatia","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","41","74","milites;  tituli sepulcrales;  tria nomina;  viri","]q[3 equ]es alae / [novae] Cla(udiae) dupli/[car(ius)] annor(um) XL / [stip(endiorum)] XXII h(ic) s(itus) est / [Ti(berius) C]laud(ius) Sabi/[nin]us decurio / [he]res pos(u)it t(testamento) f(ieri) i(ussit)","q eques alae novae Claudiae duplicarius annorum XL stipendiorum XXII hic situs est Tiberius Claudius Sabininus decurio heres posuit ttestamento fieri iussit","43.8199367","16.2663102",NA
"EDCS-08300491","Legio-VII 00089 = AE 1985, 00712 = AE 1981, 00699","Dalmatia","Seget Donji / Tragurium","Tragurium","42","57","milites;  praenomen et nomen;  tituli sacri;  viri","Hercu(li) / sacrum / [P(ublius)] Plotius |(centurio) leg(ionis) / VII C(laudiae) P(iae) F(idelis) / v(otum) s(olvit) l(ibens) m(erito)","Herculi sacrum Publius Plotius centurio legionis VII Claudiae Piae Fidelis votum solvit libens merito","43.5179953","16.2272015","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00089.jpg;$M_AE_1981_00699.jpg"
"EDCS-10100902","ILJug-03, 01962 = Grbic 00020 = AE 1941, 00052","Dalmatia","Sinj / Osinium","Osinium","1","100","milites;  praenomen et nomen;  tituli sacri;  viri","[G]enio / Osiniatiu[m] / P(ublius) Rapidiu[s] / signifer / c(o)h[ortis","Genio Osiniatium Publius Rapidius signifer cohortis","43.7015963","16.6365238",NA
"EDCS-10100903","ILJug-03, 01963 = AE 1911, +00237","Dalmatia","Sinj / Osinium","Osinium","46","100","milites;  tituli sepulcrales;  tria nomina;  viri","Ti(berius) Claudius / Priscus / vet(eranus) alae Claud(iae) nov(ae) / t(estamento) f(ieri) i(ussit) / arbitratu Sexti Viniusi","Tiberius Claudius Priscus veteranus alae Claudiae novae testamento fieri iussit arbitratu Sexti Viniusi","43.7015963","16.6365238","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_ILJug-03_01963.jpg;$M_ILJug-03_01963_1.jpg"
"EDCS-28300146","CIL 03, 02817 = D 02467 = AE 2002, +00087","Dalmatia","Skradin / Scardona","Scardona","31","70","milites;  tituli sepulcrales;  tria nomina;  viri","[3] Appinius / Pol(lia) Faven/[ti]a Quadr/atus |(centurio) vete/ranorum / leg(ionis) IIII Mac(edonicae) / an(n)o(s) na(tus) XL / bis huc pietas / ossa bene / qui[es]cant","Appinius Pollia Faventia Quadratus centurio veteranorum legionis IIII Macedonicae annos natus XL bis huc pietas ossa bene quiescant","43.8178655","15.923372",NA
"EDCS-28300147","CIL 03, 02818 (p 1626)","Dalmatia","Skradin / Scardona","Scardona","9","42","milites;  praenomen et nomen;  tituli sepulcrales;  viri","T(itus) Cillius / T(iti) f(ilius) Fab(ia) / domo Lara/nda vet(eranus) / leg(ionis) XI ann(orum) LXX / stipendioru(m) / [X]XXIIX / [3]E[3]","Titus Cillius Titi filius Fabia domo Laranda veteranus legionis XI annorum LXX stipendiorum XXXIIX E","43.8178655","15.923372",NA
"EDCS-30600024","CIL 03, 06413 (p 2328,114) = D 02258","Dalmatia","Skradin / Scardona","Scardona","1","100","milites;  tituli sepulcrales;  tria nomina;  viri","P(ublius) Cornelius P(ubli) <f=P>(ilius) Epor<e=O>diensis / mil(es) leg(ionis) XI ann(orum) XXX stip(endiorum) VIII","Publius Cornelius Publi filius Eporediensis miles legionis XI annorum XXX stipendiorum VIII","43.8178655","15.923372",NA
"EDCS-55701984","AE 2009, 01015","Dalmatia","Solin / Salona","Salona","51","80","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Iulius Mara / veter(anus) coh(ortis) II / Cyrrhestar(um) ann(orum) XC / dom(o) Berea t(estamento) f(ieri) i(ussit) / Magnus lib(ertus) idemque / heres posuit","Caius Iulius Mara veteranus cohortis II Cyrrhestarum annorum XC domo Berea testamento fieri iussit Magnus libertus idem que heres posuit","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_AE_2009_01015.jpg;pp"
"EDCS-27601616","CIL 03, 02004 (p 2328,125)","Dalmatia","Solin / Salona","Salona","71","100","milites;  mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Antonius M(arci) f(ilius) / Ser(gia) Surus vet(eranus) / leg(ionis) IIII F(laviae) F(elicis) t(estamento) f(ieri) i(ussit) sibi et / Pasiae Primae / uxori et / lib(ertis) lib(ertabusque) et / Hermeti / in f(ronte) p(edes) XII in ag(ro) p(edes) XIX / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Marcus Antonius Marci filius Sergia Surus veteranus legionis IIII Flaviae Felicis testamento fieri iussit sibi et Pasiae Primae uxori et libertis libertabus que et Hermeti in fronte pedes XII in agro pedes XIX hoc monumentum heredem non sequetur","43.5441591","16.4919213",NA
"EDCS-27601577","CIL 03, 02013","Dalmatia","Solin / Salona","Salona","51","150","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Bl(a)esius Ter/tullus m(iles) leg(ionis) / XI C(laudiae) P(iae) F(idelis) Papiriae / Pyrallidi bene meren(ti) / (h)ospit(a)e su(a)e annorum XXV / de suo fecit","Marcus Blaesius Tertullus miles legionis XI Claudiae Piae Fidelis Papiriae Pyrallidi bene merenti hospitae suae annorum XXV de suo fecit","43.5441591","16.4919213",NA
"EDCS-27601578","CIL 03, 02014 (p 1509) = Legio-VII 00010 = AE 2010, +01166","Dalmatia","Solin / Salona","Salona","42","130","milites;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Caesius L(uci) f(ilius) / Cam(ilia) Bassus / domo Pisauri / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / an(norum) LIII stip(endiorum) XXXIII / h(ic) s(itus) e(st) t(estamento) f(ieri) i(ussit) h(eres) p(osuit) / in f(ronte) p(edes) VI in a(gro) p(edes) X","Lucius Caesius Luci filius Camilia Bassus domo Pisauri veteranus legionis VII Claudiae Piae Fidelis annorum LIII stipendiorum XXXIII hic situs est testamento fieri iussit heres posuit in fronte pedes VI in agro pedes X","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02014.jpg"
"EDCS-27601580","CIL 03, 02016 = CIL 03, 08577 = D 02530 = Hernandez-01, 00037","Dalmatia","Solin / Salona","Salona","1","100","milites;  nomen singulare;  tituli sepulcrales;  viri","Cloutius Clutami f(ilius) / duplicarius alae / Pannonior(um) Susarru(s) / domo Curunniace / an(norum) XXXV stipend(iorum) XI[3] / [h(ic)] s(itus) est pos(u)it Ca[","Cloutius Clutami filius duplicarius alae Pannoniorum Susarrus domo Curunniace annorum XXXV stipendiorum XI hic situs est posuit Ca","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02016.jpg;pp"
"EDCS-27601581","CIL 03, 02017","Dalmatia","Solin / Salona","Salona","1","100","milites;  praenomen et nomen;  tituli sepulcrales;  viri","L(ucius) Corneli/us L(uci) <f=E>(ilius) Mae(cia) / Pelagonia ve<t=R>(eranus) / leg(ionis) XI / ann(orum) XLV stip(endiorum) XXV / h(ic) s(itus) <e=F>(st) fili(i) p(osuerunt)","Lucius Cornelius Luci filius Maecia Pelagonia veteranus legionis XI annorum XLV stipendiorum XXV hic situs est filii posuerunt","43.5441591","16.4919213",NA
"EDCS-27601582","CIL 03, 02018","Dalmatia","Solin / Salona","Salona","14","37","Augusti/Augustae;  milites;  ordo equester;  tituli honorarii;  tituli sacri;  tria nomina;  viri","[3 Cor]nelio C(ai) f(ilio) Tro(mentina) N[3] / [praef(ecto) fab]r(um) bis trib(uno) mil(itum) bis leg(ionis) [3] / [corona] aurea et hasta pura a [Ti(berio) Caesare] / [di]vi Augusti f(ilio) Augusto d[onato]","Cornelio Cai filio Tromentina N praefecto fabrum bis tribuno militum bis legionis corona aurea et hasta pura a Tiberio Caesare divi Augusti filio Augusto donato","43.5441591","16.4919213",NA
"EDCS-27601583","CIL 03, 02019 = D 07161 = Legio-VII 00027","Dalmatia","Solin / Salona","Salona","1","100","milites;  ordo decurionum;  tituli sepulcrales;  tria nomina;  viri","C(aius) Curiatius T(iti) f(ilius) Serg(ia) / Secundus dom(o) Augusta / Troade vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / scrib[a] Salonis annor(um) LXV h(ic) s(itus) e(st) / [in fr(onte) p(edes) 3 in agr(o)] p(edes) XX","Caius Curiatius Titi filius Sergia Secundus domo Augusta Troade veteranus legionis VII Claudiae Piae Fidelis scriba Salonis annorum LXV hic situs est in fronte pedes in agro pedes XX","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$Legio-VII_00027.jpg;$PF_CIL_03_02019.jpg"
"EDCS-27601619","CIL 03, 02021 (p 2135, 2328,125)","Dalmatia","Solin / Salona","Salona","71","100","milites;  mulieres;  tituli sepulcrales;  tria nomina;  viri","M(arcus) Eupunius Vic/tor Aequitinae / Tertiae coniugi et / L(ucio) Mario Fortunato / fratri / mil(iti) leg(ionis) IIII F(laviae) F(elicis) / h(ic) s(iti) s(unt)","Marcus Eupunius Victor Aequitinae Tertiae coniugi et Lucio Mario Fortunato fratri militi legionis IIII Flaviae Felicis hic siti sunt","43.5441591","16.4919213",NA
"EDCS-27601584","CIL 03, 02022 (p 1509) = Legio-VII 00015","Dalmatia","Solin / Salona","Salona","42","100","Augusti/Augustae;  liberti/libertae;  milites;  mulieres;  tituli operum;  tituli sepulcrales;  tria nomina;  viri","L(ucius) Fabius L(uci) f(ilius) Satur/ninus vet(eranus) leg(ionis) VII <C=P>(laudiae) <P=C>(iae) F(idelis) / v(ivus) f(ecit) sibi et Claudiae <T=L>i(beri) / Claudi A<l=I>ypi l(iberti) Caesaris / libertae Euche h(ic) s(iti) s(unt) / loc(um) don(avit) C(aius) Titius / Restitutus amicus / h(oc) m(onumentum) h(eredem) n(on) s(equetur)","Lucius Fabius Luci filius Saturninus veteranus legionis VII Claudiae Piae Fidelis vivus fecit sibi et Claudiae Tiberi Claudi Alypi liberti Caesaris libertae Euche hic siti sunt locum donavit Caius Titius Restitutus amicus hoc monumentum heredem non sequetur","43.5441591","16.4919213",NA
"EDCS-27601620","CIL 03, 02024","Dalmatia","Solin / Salona","Salona","71","100","milites;  nomen singulare;  tituli sepulcrales;  viri","D(is) M(anibus) / Fideli Sa/turionis / mil(itis) coh(ortis) I Fl(aviae) / Brittonum / stip(endiorum) XVIII","Dis Manibus Fideli Saturionis militis cohortis I Flaviae Brittonum stipendiorum XVIII","43.5441591","16.4919213",NA
"EDCS-27601585","CIL 03, 02026 (p 1030) = D 07162 = ILJug-03, 01961 = AHB p 367 = AE 2014, +01016","Dalmatia","Solin / Salona","Salona","71","150","milites;  officium/professio;  ordo decurionum;  ordo equester;  tituli honorarii;  tria nomina;  viri","T(ito) Flavio / T(iti) f(ilio) Tro(mentina) / Agricolae / decur(ioni) col(oniae) Sal(onitanae) / aedili IIvir(o) iure / dic(undo) dec(urioni) col(oniae) Aequi/tatis IIvir(o) q(uin)q(uennali) disp(unctori) / municipi(i) Riditar(um) / praef(ecto) et patron(o) coll(egii) / fabr(um) ob merita eius coll(egium) / fabr(um) ex aere conlato / curatori rei pub(licae) Splonis/{s}tarum trib(uno) leg(ionis) X G(eminae) P(iae) F(idelis)","Tito Flavio Titi filio Tromentina Agricolae decurioni coloniae Salonitanae aedili II viro iure dicundo decurioni coloniae Aequitatis II viro quinquennali dispunctori municipii Riditarum praefecto et patrono collegii fabrum ob merita eius collegium fabrum ex aere conlato curatori rei publicae Splonistarum tribuno legionis X Geminae Piae Fidelis","43.5441591","16.4919213",NA
"EDCS-27601587","CIL 03, 02028 (p 1030) = CIL 03, 08753","Dalmatia","Solin / Salona","Salona","41","41","liberti/libertae;  milites;  ordo decurionum;  ordo equester;  ordo senatorius;  sacerdotes pagani;  tituli honorarii;  tria nomina;  viri","L(ucio) Praec[i]l[i]o L(uci) f(ilio) Clementi / Iuliano / pontif(ici) quinquennal(i) desig(nato) / flamini patrono coloniae / primipilari leg(ionis) V Macedonicae / praefecto castrorum / leg(ionis) eiusdem veterani qui / militaver(unt) sub P(ublio) Me<mm=NT>i{n}o Re/gulo legato August{al}i et mis/si sunt Q(uinto) <F=E>u{te}tio Lusio Saturni/no M(arco) Seio Verano co(n)s(ulibus) curam geren/tibus Ti(berio) Claudio Celso Ti(beri) Aug(usti) [l(iberto?)] / Combio M(arco) Tauritio Marcellino / l(ocus) d(atus) p(ublice)","Lucio Praecilio Luci filio Clementi Iuliano pontifici quinquennali designato flamini patrono coloniae primipilari legionis V Macedonicae praefecto castrorum legionis eiusdem veterani qui militaverunt sub Publio MemmTio Regulo legato Augusti et missi sunt Quinto Futio Lusio Saturnino Marco Seio Verano consulibus curam gerentibus Tiberio Claudio Celso Tiberi Augusti liberto Combio Marco Tauritio Marcellino locus datus publice","43.5441591","16.4919213",NA
"EDCS-27601621","CIL 03, 02030","Dalmatia","Solin / Salona","Salona","41","54","liberti/libertae;  milites;  mulieres;  praenomen et nomen;  tria nomina;  viri","T(itus) Fuficius C(ai) f(ilius) Pol(lia) vet(eranus) leg(ionis) XX / T(itus) Fuficius T(iti) l(ibertus) Privatus / Fuficia |(mulieris) l(iberta) Prisca Fuficia T(iti) l(iberta) Prima","Titus Fuficius Cai filius Pollia veteranus legionis XX Titus Fuficius Titi libertus Privatus Fuficia mulieris liberta Prisca Fuficia Titi liberta Prima","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02030_4.jpg;$PF_CIL_03_02030_5.jpg;$M_CIL_03_02030_1.jpg;$CIL_03_02030_4.jpg;$CIL_03_02030_1.jpg;$CIL_03_02030_2.jpg;$CIL_03_02030_3.jpg"
"EDCS-24400333","CIL 03, 02031 = Philippi 00710 = CIPh-02-01, p 396","Dalmatia","Solin / Salona","Salona","9","70","milites;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Fulvius / C(ai) f(ilius) Vol(tinia) Phil(ippis) / miles leg(ionis) XI / annor(um) XXX / stipend(iorum) X","Caius Fulvius Cai filius Voltinia Philippis miles legionis XI annorum XXX stipendiorum X","43.5441591","16.4919213",NA
"EDCS-27601590","CIL 03, 02033 = Legio-VII 00018","Dalmatia","Solin / Salona","Salona","1","41","milites;  mulieres;  praenomen et nomen;  tituli sepulcrales;  tria nomina;  viri","Q(uinto) Hortensio / Q(uinti) f(ilio) vet(erano) leg(ionis) / VII h(ic) s(itus) e(st) / Hortensia / Q(uinti) f(ilia) Quarta et / L(ucius) Corellius I[u]c/undus patri posuere","Quinto Hortensio Quinti filio veterano legionis VII hic situs est Hortensia Quinti filia Quarta et Lucius Corellius Iucundus patri posuere","43.5441591","16.4919213",NA
"EDCS-27601591","CIL 03, 02034 = AE 2012, 01086","Dalmatia","Solin / Salona","Salona","71","150","milites;  nomen singulare;  tituli sepulcrales;  viri","Diop(h)antus Ale/xandri f(ilius) / d(e) liburna Mur/ena vixit an(n)o/s XXXVIII militavi/t an(n)os XVI / h(ic) s(itus)","Diophantus Alexandri filius de liburna Murena vixit annos XXXVIII militavit annos XVI hic situs","43.5441591","16.4919213",NA
"EDCS-27601592","CIL 03, 02035 (p 1030, 1509) = CIL 11, *00642a12","Dalmatia","Solin / Salona","Salona","51","150","liberti/libertae;  milites;  mulieres;  tria nomina;  viri","M(arcus) Iul(ius) M(arci) f(ilius) Vol(tinia) / Paternus / Aquis Sextiis / mil(es) leg(ionis) VI Victric(is) / |(centurio) leg(ionis) VIII Aug(ustae) |(centurio) leg(ionis) XIIII / G(eminae) M(artiae) V(ictricis) |(centurio) leg(ionis) XI C(laudiae) P(iae) F(idelis) / t(estamento) f(ieri) i(ussit) ex HS X(milibus) / Iulia T(iti) f(ilia) Maxima uxor / et M(arcus) Iul(ius) M(arci) l(ibertus) Docimus h(eredes) f(aciendum) c(uraverunt)","Marcus Iulius Marci filius Voltinia Paternus Aquis Sextiis miles legionis VI Victricis centurio legionis VIII Augustae centurio legionis XIIII Geminae Martiae Victricis centurio legionis XI Claudiae Piae Fidelis testamento fieri iussit ex HS Xmilibus Iulia Titi filia Maxima uxor et Marcus Iulius Marci libertus Docimus heredes faciendum curaverunt","43.5441591","16.4919213",NA
"EDCS-27601593","CIL 03, 02038","Dalmatia","Solin / Salona","Salona","1","150","milites;  tituli honorarii;  tria nomina;  viri","T(ito) Laelio T(iti) f(ilio) / Severo |(centurioni) leg(ionis) III Cyr(enaicae)","Tito Laelio Titi filio Severo centurioni legionis III Cyrenaicae","43.5441591","16.4919213",NA
"EDCS-27601594","CIL 03, 02040 (p 1509) = Legio-VII 00035 = AE 2010, +01166","Dalmatia","Solin / Salona","Salona","42","100","liberti/libertae;  milites;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri","C(aius) Lucretius / signif(er) leg(ionis) VII / C(laudiae) P(iae) F(idelis) dom(o) Verona / an(norum) XLV stip(endiorum) XXVI / de suo peculio f(aciendum) i(ussit) sibi / et Primo suo curam / egerunt frater et / Chrestus lib(ertus) / in fr(onte) p(edes) X in agr(o) p(edes) XX","Caius Lucretius signifer legionis VII Claudiae Piae Fidelis domo Verona annorum XLV stipendiorum XXVI de suo peculio faciendum iussit sibi et Primo suo curam egerunt frater et Chrestus libertus in fronte pedes X in agro pedes XX","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02040.jpg;$Legio-VII_00035.jpg;pp"
"EDCS-27601595","CIL 03, 02041 (p 1509) = Legio-VII 00036","Dalmatia","Solin / Salona","Salona","42","100","liberti/libertae;  milites;  mulieres;  nomen singulare;  praenomen et nomen;  tituli sepulcrales;  viri","C(aius) Lucretius / vet(eranus) leg(ionis) VII C(laudiae) P(iae) F(idelis) / domo Verona v(ivus) f(ecit) / sibi et Provinciali f(ilio) et / Firmillae et Tyche lib(ertabus) / suisque omnibus / in fr(onte) p(edes) X in agr(o) p(edes) XX","Caius Lucretius veteranus legionis VII Claudiae Piae Fidelis domo Verona vivus fecit sibi et Provinciali filio et Firmillae et Tyche libertabus suis que omnibus in fronte pedes X in agro pedes XX","43.5441591","16.4919213","http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$PF_CIL_03_02041.jpg;$PF_CIL_03_02041_1.jpg"
