"","place","findspot_ancient_clean","findspot_modern_clean","Longitude","Latitude"
"785","Lastovo / Lagosta / Ladesta","NULL","Lastovo",16.8945925,42.7675928
"786","Lastovo / Lagosta / Ladesta","NULL","Vrlika",16.8945925,42.7675928
"787","Buinjski Rijecani","Salthua","Nikšić",18.6462,42.7661
"788","Duklja / Duklje / Rusevine / Doclea","Salthua","Nikšić",18.6462,42.7661
"789","Mljet / Meleda / Melite","Melite, insula","Mljet",17.5463244,42.7459754
"790","Ozrinici","NULL","Nikšić",18.9931849,42.7453689
"791","Trsteno / Cannosa","NULL","Dubrovnik",17.9792767,42.7144589
"792","Trebinje","NULL","Ravno",18.346882,42.7107972
"793","Trebinje","NULL","Trebinje",18.346882,42.7107972
"794","Lopud","NULL","Dubrovnik",17.9507753,42.6858671
"795","Povija","NULL","Nikšić",19.0036379,42.6779284
"796","Lucin Brijeg","NULL","Trebinje",18.439112,42.6471973
"797","Cavtat / Epidaurum","Epidaurum","Konavle",18.2137,42.5848
"798","Cavtat / Epidaurum","Epidaurum","Dubrovnik",18.2137,42.5848
"799","Lovorno / Epidaurum","Epidaurum","Konavle",18.2137,42.5848
"800","Smokovljani / Smocovljae","NULL","Dubrovačko primorje",18.2137,42.5848
"801","Cavtat / Epidaurum","NULL","Konavle",18.2177461,42.5814314
"802","Cavtat / Epidaurum","NULL","Ston",18.2177461,42.5814314
"803","Risan / Risano / Risinium","Risinium","Kotor",18.6945,42.5164
"804","Risan / Risano / Risinium","Risinum","Kotor",18.6945,42.5164
"805","Risan / Risano / Risinium","NULL","Herceg Novi",18.6955649,42.5149792
"806","Kotor / Acruvium","Risinium","Kotor",18.6969,42.5098
"807","Ledenice","Risinium","Kotor",18.6969,42.5098
"808","Perast / Risinium","Risinium","Kotor",18.6969,42.5098
"809","Risan / Risano / Risinium","Risinium","Kotor",18.6969,42.5098
"810",NA,"Risinium","Kotor",18.6969,42.5098
"811","Duklja / Duklje / Rusevine / Doclea","Doclea","Podgorica",19.2615,42.469
"812","Podgorica / Doclea","Doclea","Podgorica",19.2615,42.469
"813",NA,"Doclea","Podgorica",19.2615,42.469
"814","Duklja / Duklje / Rusevine / Doclea","NULL","Berane",19.2654984,42.4686384
"815","Duklja / Duklje / Rusevine / Doclea","NULL","Danilovgrad",19.2654984,42.4686384
"816","Brda / Acruvium","Acruvium","Tivat",18.689,42.4438
"817","Budna / Butua","Acruvium","Tivat",18.689,42.4438
"818","Kotor / Acruvium","Acruvium","Kotor",18.689,42.4438
"819","Kotor / Acruvium","Acruvium","Kotor, bei",18.689,42.4438
"820","Kotor / Acruvium","Acruvium","Tivat",18.689,42.4438
"821","Prcanj / Acruvium","Acruvium","Kotor",18.689,42.4438
"822","Prevlaka","Acruvium","Tivat",18.689,42.4438
"823","Risan / Risano / Risinium","Acruvium","Kotor",18.689,42.4438
"824","Risan / Risano / Risinium","Acruvium","Tivat",18.689,42.4438
"825","Kotor / Acruvium","NULL","Konavle",18.7710437,42.4248515
"826","Prevlaka","NULL","Konavle",18.5150678,42.4010696
"827","Margegaj","NULL","Tropojë",20.0772378,42.3723673
"828","Trgoviste","NULL","Novi Pazar",22.0825,42.3641667
"829","Budva / Buthoe","Buthoe","Budva",18.8351,42.2789
"830","Risan / Risano / Risinium","Buthoe","Budva",18.8351,42.2789
"831","Koplik / Cinna","NULL","Malësi e Madhe",19.437214,42.2112922
"832","Kalldrun","NULL","Malësi e Madhe",19.4107265,42.2043216
"833","Brca","NULL","Travnik",19.0671192,42.1321157
"834","Drisht","Scodra","Shkodra",19.5277,42.0743
"835","Renc","Scodra","Shkodra",19.5277,42.0743
"836","Shkoder / Shkodra / Skutari / Scodra","Scodra","Shkodra",19.5277,42.0743
"837","Nange","NULL","Kukës",20.4164814,42.0105618
"838","Vau i Dejes / Vau-Deja","NULL","Vau i Dejës",19.6399825,42.0074511
"839","Melgushe e Madhe / Melgushe","NULL","Vau i Dejës",19.5166499,41.9894342
"840","Kolesjan","NULL","Kukës",20.40036,41.9658928
"841","Bushat","NULL","Kukës",19.5345484,41.9595458
"842","Vig","NULL","Vau i Dejës",19.7333538,41.9299842
"843","Lezhe / Lest / Lissus","Lissus","Lezha",19.6468,41.7797
"844","Nikolara / Nikopoli / Nicopolis","NULL","NULL",20.7343319,39.0090835
