"","place","findspot_ancient_clean","findspot_modern_clean","Longitude","Latitude"
"396","Vrutci","Capedunum","Užice, bei",19.6639,43.8561
"397","Dubravice / Scardona","NULL","Skradin",15.9415463,43.8521087
"398","Sarajevo / Aquae S[]","NULL","Sarajevo, Novi Grad",18.3866868,43.8519774
"399","Sarajevo / Aquae S[]","NULL","NULL",18.3866868,43.8519774
"400","Sarajevo / Aquae S[]","NULL","Sarajevo, Centar",18.3866868,43.8519774
"401","Sarajevo / Aquae S[]","NULL","Sarajevo, Novo Sarajevo / Centar",18.3866868,43.8519774
"402","Otisic","NULL","Vrlika",16.4510202,43.8488797
"403","Suhaca / Delminium","NULL","Livno",16.9737159,43.8406854
"404","Bjelovac / Domavium","NULL","Bratunac",18.7169444,43.8369444
"405","Blazuj","Aquae S[...]","Ilidža",18.2991,43.8313
"406","Ilidza / Aquae S[]","Aquae S[---]","Ilidža",18.2991,43.8313
"407","Luzani","Aquae S[---]","Ilidža",18.2991,43.8313
"408","Sarajevo / Aquae S[]","Aquae S[---]","Ilidža",18.2991,43.8313
"409","Livno / Bariduum / Delminium","NULL","Livno",17.0042416,43.8259136
"410","Gradin / Sidrona","Colentum, insula","Murter-Kornati",15.595,43.8257
"411","Hramina","Colentum, insula","Murter-Kornati",15.595,43.8257
"412","Murter","Colentum, insula","Murter-Kornati",15.595,43.8257
"413","Solin / Salona","Colentum, insula","Murter-Kornati",15.595,43.8257
"414","Prozor / Prozor-Rama / Bistua Vetus","NULL","Prozor-Rama",17.6076793,43.8230831
"415","?","Scardona","Skradin",15.9208,43.8227
"416","Bribir / Bribirska Glavica / Varvaria","Scardona","Skradin",15.9208,43.8227
"417","Roski slap","NULL","Skradin - Kistanje, zwischen",15.9208,43.8227
"418","Skradin / Scardona","Scardona","Skradin",15.9208,43.8227
"419","Skradin / Scardona","NULL","Skradin - Kistanje, zwischen",15.9208,43.8227
"420","Skradin / Scardona","Scardona","Skradin, bei",15.9208,43.8227
"421","Skradin / Scardona","Scardona; Tragurium","Skradin; Trogir",15.9208,43.8227
"422","Hadzici","NULL","Hadžići",18.2025181,43.8226456
"423","Skradin / Scardona","NULL","Tribunj",15.923372,43.8178655
"424","Skradin / Scardona","NULL","Skradin",15.923372,43.8178655
"425","Skradin / Scardona","NULL","Prokljan",15.923372,43.8178655
"426","Skradin / Scardona",NA,NA,15.923372,43.8178655
"427","Prolog / In Alperio / Delminium","In Alperio","Livno",16.8082,43.8156
"428","Raslina","NULL","Šibenik",15.8541589,43.8073218
"429","Raslina","NULL","Skradin",15.8541589,43.8073218
"430","Kornat, Otok","NULL","Murter-Kornati",15.3220745,43.805438
"431","?","Municipium Magnum","Drniš",16.2988,43.8047
"432","Baljci","Municipium Magnum","Ružić",16.2988,43.8047
"433","Kljake / Municipium Magnum","Municipium Magnum","Drniš",16.2988,43.8047
"434","Otavice / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"435","Otavice / Municipium Magnum","NULL","Ružić",16.2988,43.8047
"436","Ramljane / Municipium Magnum","Municipium Magnum","Muć",16.2988,43.8047
"437","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"438","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Drniš",16.2988,43.8047
"439","Ruzic / Balijna Glavica / Municipium Magnum","Municipium Magnum","Drniš - Ružić, zwischen",16.2988,43.8047
"440","Skelani / Municipium Malvesatium","Municipium Magnum","Ružić",16.2988,43.8047
"441","Umljanovic / Municipium Magnum","Municipium Magnum","Ružić",16.2988,43.8047
"442","Vrlika / Vrlica / Salona","Municipium Magnum","Drniš",16.2988,43.8047
"443","Scit","NULL","Prozor-Rama",17.5286451,43.8006148
"444","Rogatica / Ris[]","NULL","Rogatica",19.0039015,43.7985694
"445","Rogatica / Ris[]",NA,NA,19.0039015,43.7985694
"446","Rogatica / Ris[]","Ris---","Rogatica",18.9996,43.7977
"447","Mackat","NULL","Čajetina",19.7803537,43.792561
"448","Pazaric","NULL","Hadžići",18.1520712,43.7874012
"449","Visegrad / Municipium Malvesatium","NULL","Višegrad",19.2933519,43.7844137
"450","Visegrad / Municipium Malvesatium","NULL","Rogatica",19.2933519,43.7844137
"451","Virovo / Malvesiatum",NA,NA,20.1162652,43.7768561
"452","Mokronoge / Delminium","NULL","Drvar",17.2304025,43.7644984
"453","Citluk / Aequum","NULL","Čitluk",16.6534966,43.7425382
"454","Citluk / Aequum","NULL","Otok",16.6534966,43.7425382
"455","Citluk / Aequum","Decimin","Dicmo",16.6534966,43.7425382
"456","Citluk / Aequum","NULL","Vrlika",16.6534966,43.7425382
"457","Citluk / Aequum","Aequum","Sinj",16.6547,43.7423
"458","Citluk / Aequum","Aequum","Hrvace",16.6547,43.7423
"459","Citluk / Aequum","Aequum","Sinj, bei",16.6547,43.7423
"460","Gardun / Tilurium","Aequum - Tilurium, bei","Sinj",16.6547,43.7423
"461","Hrvace","Aequum","Hrvace",16.6547,43.7423
"462","Ruduse / Rudusa","Aequum","Sinj",16.6547,43.7423
"463","Sinj / Osinium","Aequum","Sinj",16.6547,43.7423
"464","Sinj / Osinium","Aequum","Sinj, bei",16.6547,43.7423
"465","Sinj / Osinium","Aequum","Hrvace",16.6547,43.7423
"466","Vrlika / Vrlica / Salona","Aequum","Hrvace",16.6547,43.7423
"467","Sibenik / Rider","NULL","Šibenik",15.8964835,43.7337065
"468","Borcani / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"469","Crvenice / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"470","Donji Brisnik / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"471","Kamenica / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"472","Letka / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"473","Lib / Delminium","Delminium","Tomislavgrad, bei",17.2302,43.7183
"474","Mokronoge / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"475","Prisoje / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"476","Sarajlije / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"477","Stipanici / Stipanjici","Delminium","Tomislavgrad",17.2302,43.7183
"478","Suica / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"479","Tomislavgrad / Duvno / Zupanjac / Delminium","Delminium","Tomislavgrad",17.2302,43.7183
"480","Danilo / Rider","Rider","Šibenik",16.0486,43.7034
"481","Danilo Gornje / Rider","Rider","Šibenik",16.0486,43.7034
"482","Danilo Gornje / Rider","Rider","Šibenik, bei",16.0486,43.7034
"483","Grusine, Sibenik","Rider","Šibenik",16.0486,43.7034
"484","Sibenik / Rider","Rider","Šibenik",16.0486,43.7034
"485","Beli / Caisole / Crexa","Nicopolis ad Istrum","Polski Trâmbeš",24.8947,43.7009
"486","Lisicici","NULL","Konjic",17.8843332,43.6968033
"487","Donja Trebimlja / Trebimlja","NULL","Ravno",16.5206,43.6922
"488","Gornji Muc / Andetrium","Andetrium","Muć",16.5206,43.6922
"489","Kokani","NULL","Dicmo",16.4930631,43.6912042
"490","Prisoje / Delminium","Delminium","Tomislavgrad",17.0825198,43.6908323
"491","Ostrozac","NULL","Jablanica",17.82552,43.6850325
"492","Gorazde","NULL","Ustiprača",18.9765501,43.6673112
"493","Gorazde","NULL","Goražde",18.9765501,43.6673112
"494","Nisko",NA,NA,16.3717521,43.6639277
"495","Lipa / Delminium","NULL","Livno",17.3482759,43.6566752
"496","Konjic","NULL","Konjic",17.9624801,43.6534733
"497","Konjic","NULL","Konjic, bei",17.9624801,43.6534733
"498","Konjic","NULL","Mostar",17.9624801,43.6534733
"499","Polimlje","NULL","Bijelo Polje",19.3209528,43.6511643
"500","Polimlje","NULL","Prijepolje",19.3209528,43.6511643
"501","Polimlje","NULL","Nova Varoš",19.3209528,43.6511643
"502","Lecevica / Salona","NULL","Lećevica",16.3359971,43.6416336
"503","Polje Bijela","NULL","Konjic",17.9735051,43.6366575
"504","Citluk / Aequum","Tilurium","Trilj",16.689,43.6139
"505","Gardun / Tilurium","Tilurium","Trilj",16.689,43.6139
"506","Solin / Salona","Tilurium","Trilj",16.689,43.6139
"507","Tomislavgrad / Duvno / Zupanjac / Delminium","Tilurium","Trilj",16.689,43.6139
"508","Trilj / Tilurium","Tilurium","Trilj",16.689,43.6139
"509","Trilj / Tilurium","Tilurium","Trilj, bei",16.689,43.6139
"510","Velic","Tilurium","Trilj",16.689,43.6139
"511","Vojnic Sinjski / Tilurium","Tilurium","Trilj",16.689,43.6139
"512","Cvitina / Cetina","NULL","Civljane",17.8331576,43.5974814
"513","Priboj / Opstina Priboj","NULL","Priboj",19.5230742,43.5839721
"514","Priboj / Opstina Priboj","NULL","Prijepolje",19.5230742,43.5839721
"515","Ustikolina","NULL","Foča-Ustikolina",18.7896812,43.5835116
"516","Klapavice / Klapavica / Clissa",NA,NA,16.5567963,43.5789583
"517","Borci","NULL","Konjic",18.018441,43.576834
"518","Carevo","NULL","Jajce",18.976111,43.568889
"519","Drvenik Veli / Drvenik","Tragurium","Trogir",16.524,43.5594
"520","Seget Donji / Tragurium","Tragurium","Seget",16.524,43.5594
"521","Solin / Salona","Tragurium","Trogir",16.524,43.5594
"522","Solin / Salona","Salonae","Klis",16.524,43.5594
"523","Trogir / Tragurium","Tragurium","Trogir",16.524,43.5594
"524","Trogir / Tragurium","Tragurium","Seget",16.524,43.5594
"525","Trogir / Tragurium","Tragurium","Trogir, bei",16.524,43.5594
"526","Trogir / Tragurium","Tragurium","Marina",16.524,43.5594
"527","Veli Bijac / Bijaci / Bijaca / Siculi",NA,NA,16.2982386,43.5555172
"528","Solin / Salona","Salonae","Solin",16.4919213,43.5441591
"529","Solin / Salona","NULL","NULL",16.4919213,43.5441591
"530","Solin / Salona","NULL","Omiš",16.4919213,43.5441591
"531","Solin / Salona","Pharus","Stari Grad",16.4919213,43.5441591
"532","Solin / Salona",NA,NA,16.4919213,43.5441591
"533","Solin / Salona","Nareste","Dugi Rat",16.4919213,43.5441591
"534","Solin / Salona","NULL","Split",16.4919213,43.5441591
"535","Solin / Salona","NULL","Bosansko Grahovo",16.4919213,43.5441591
"536","Solin / Salona","NULL","Baška Voda",16.4919213,43.5441591
"537","Suplja crkva","NULL","Biskupija",16.4969241,43.5402396
"538","?","Salonae","Solin",16.4743,43.5384
"539","?","Salonae","Split",16.4743,43.5384
"540","Bihac / Raetinium","Salonae bei","Kaštela",16.4743,43.5384
"541","Dugopolje / Salona","Salonae","Dugopolje",16.4743,43.5384
"542","Gardun / Tilurium","Salonae","Dugopolje",16.4743,43.5384
"543","Gardun / Tilurium","Salonae","Dicmo",16.4743,43.5384
"544","Gornji Muc / Andetrium","Salonae","Klis",16.4743,43.5384
"545","Gradina / Salona","Salonae","Solin",16.4743,43.5384
"546","Grudine / Salona","Salonae","Solin",16.4743,43.5384
"547","Kapljuc / Salona","Salonae","Solin",16.4743,43.5384
"548","Kastel Gomilica","Salonae","Kaštela",16.4743,43.5384
"549","Kastel Kambelovac / Castel Cambio","Salonae","Kaštela",16.4743,43.5384
"550","Kastel Novi","Salonae","Kaštela",16.4743,43.5384
"551","Kastel Sucurac / Salona","Salonae","Kaštela",16.4743,43.5384
"552","Klapavice / Klapavica / Clissa","Salonae","Klis",16.4743,43.5384
"553","Klis / Clissa","Salonae","Klis",16.4743,43.5384
"554","Klis / Clissa","Salonae","Klis, bei",16.4743,43.5384
"555","Klis / Clissa","Salonae","Solin",16.4743,43.5384
"556","Konjsko / Clissa","Salonae","Klis",16.4743,43.5384
"557","Manastirine / Salona","Salonae","Solin",16.4743,43.5384
"558","Pazdigrad / Pazdigrada / Salona","Salonae","Split",16.4743,43.5384
"559","Risan / Risano / Risinium","Salonae","Solin",16.4743,43.5384
"560","Rupotine / Rupotina / Salona","Salonae","Solin",16.4743,43.5384
"561","Skradin / Scardona","Salonae","Solin",16.4743,43.5384
"562","Solin / Salona","Salonae","Split",16.4743,43.5384
"563","Solin / Salona","Salonae","Solin",16.4743,43.5384
"564","Solin / Salona","Salonae","Klis",16.4743,43.5384
"565","Solin / Salona","Salonae","Kaštela",16.4743,43.5384
"566","Solin / Salona","Salonae","Trogir",16.4743,43.5384
"567","Solin / Salona","Salonae; Salonae bei","Solin; Split",16.4743,43.5384
"568","Solin / Salona","Salonae","Klis, bei",16.4743,43.5384
"569","Solin / Salona","Salonae","Solin, bei",16.4743,43.5384
"570","Solin / Salona","Salonae","Dicmo",16.4743,43.5384
"571","Solin / Salona","Salonae","Solin - Klis, zwischen",16.4743,43.5384
"572","Solin / Salona","Salonae; Salonae","Solin",16.4743,43.5384
"573","Split / Spalatum","Salonae","Split",16.4743,43.5384
"574","Stobrec / Epetino / Epetium","Salonae","Podstrana",16.4743,43.5384
"575","Stobrec / Epetino / Epetium","Salonae","Split",16.4743,43.5384
"576","Trogir / Tragurium","Salonae","Klis",16.4743,43.5384
"577","Trogir / Tragurium","Salonae","Kaštela",16.4743,43.5384
"578","Vid / Narona","Salonae","Split",16.4743,43.5384
"579","Vranjic / Vragnizza / Salona","Salonae","Solin",16.4743,43.5384
"580","Zrnovnica / Salona","Salonae","Split",16.4743,43.5384
"581","Vranjic / Vragnizza / Salona",NA,NA,16.4629316,43.5316671
"582","Bihac / Raetinium","Siculi","Kaštela",16.3004,43.5306
"583","Kastel Stafilic / Castel Stafileo / Tragurium","Siculi","Kaštela",16.3004,43.5306
"584","Solin / Salona","Siculi","Kaštela",16.3004,43.5306
"585","Trogir / Tragurium","Siculi","Kaštela",16.3004,43.5306
"586","Trogir / Tragurium","Siculi","Kastela",16.3004,43.5306
"587","Veli Bijac / Bijaci / Bijaca / Siculi","Siculi","Kaštela",16.3004,43.5306
"588","Solin / Salona","Salonae","Split",16.447,43.5223
"589","Trogir / Tragurium","NULL","NULL",16.2499724,43.516687
"590","Trogir / Tragurium","Castellum Tariona","Marina",16.2499724,43.516687
"591","Trogir / Tragurium","NULL","Lećevica",16.2499724,43.516687
"592","Trogir / Tragurium",NA,NA,16.2499724,43.516687
"593","Radoinja","NULL","Nova Varoš",19.7542834,43.5154829
"594","Ocrkavlje / Municipium Splonistarum","NULL","Foča",18.6223041,43.5142306
"595","Split / Spalatum",NA,NA,16.4399659,43.5116383
"596","Solin / Salona","Ad Dianam (Salonae)","Split",16.3891,43.5085
"597","Glavaticevo","NULL","Konjic",18.1041299,43.5040612
"598","Stobrec / Epetino / Epetium","NULL","Split",16.521326,43.50039
"599","Ciovo, Otok / Boa","Boa, insula","Split",16.3388,43.4995
"600","Trogir / Tragurium","Boa, insula","Trogir",16.3388,43.4995
"601","Draga","Epetium","Split",16.5235,43.4987
"602","Kamen / Municipium Salvium","Epetium","Split",16.5235,43.4987
"603","Omis / Almissa / Oneum / Onaeum","Epetium","Split",16.5235,43.4987
"604","Solin / Salona","Epetium","Split",16.5235,43.4987
"605","Stobrec / Epetino / Epetium","Epetium","Split",16.5235,43.4987
"606","Stobrec / Epetino / Epetium","Epetium","Podstrana",16.5235,43.4987
"607","Visoka","Epetium","Split",16.5235,43.4987
"608","Srinjine / Pituntium","NULL","Split",16.6062547,43.4936069
"609","Podstrana / Pituntium","NULL","Dugi Rat",16.5498635,43.4877119
"610","Podstrana / Pituntium","NULL","Split",16.5498635,43.4877119
"611","Podstrana / Pituntium","NULL","Omiš",16.5498635,43.4877119
"612","Podstrana / Pituntium",NA,NA,16.5498635,43.4877119
"613","Omis / Almissa / Oneum / Onaeum","Pituntium","Podstrana",16.5681,43.4741
"614","Perun","Pituntium","Podstrana, bei",16.5681,43.4741
"615","Podstrana / Pituntium","Pituntium","Podstrana",16.5681,43.4741
"616","Poljica-Brig / Brig","Pituntium","Podstrana",16.5681,43.4741
"617","Solin / Salona","Pituntium","Podstrana",16.5681,43.4741
"618","Srinjine / Pituntium","Pituntium","Podstrana",16.5681,43.4741
"619","Stobrec / Epetino / Epetium","Pituntium","Podstrana",16.5681,43.4741
"620","Posusje",NA,NA,17.3271561,43.4711599
"621","Donji Prolozac / Novae","NULL","Proložac",17.1534312,43.4703365
"622","Nova Varos","NULL","Nova Varoš",19.8154494,43.4597045
"623","Dzurovo","NULL","Prijepolje",19.6252327,43.4596534
"624","Krug, Jesenice","Nareste","Dugi Rat",16.6289431,43.4592662
"625","Imotski","NULL","Lovrec",17.2179703,43.4471115
"626","Imotski","NULL","Proložac",17.2179703,43.4471115
"627","Imotski","NULL","Imotski, bei",17.2179703,43.4471115
"628","Imotski","NULL","Lokvičići",17.2179703,43.4471115
"629","Omis / Almissa / Oneum / Onaeum","NULL","Dugi Rat",16.6913309,43.4447124
"630","Omis / Almissa / Oneum / Onaeum","Laurento","Tučepi",16.6913309,43.4447124
"631","Omis / Almissa / Oneum / Onaeum","NULL","Omiš",16.6913309,43.4447124
"632","Omis / Almissa / Oneum / Onaeum","Nareste","Dugi Rat",16.6913309,43.4447124
"633","?","Oneum","Omiš",16.7019,43.4422
"634","Omis / Almissa / Oneum / Onaeum","Oneum","Omiš",16.7019,43.4422
"635","Podstrana / Pituntium","Oneum","Omiš",16.7019,43.4422
"636","Donji Vinjani","NULL","Posušje",17.254913,43.4295821
"637","Gorica",NA,NA,17.2901029,43.4187033
"638","Zmijavci",NA,NA,17.2081216,43.4129957
"639","Gornja Brela","NULL","Brela",16.9171227,43.409082
"640","Podbablje Gornje","Novae","Podbablje",17.1968,43.4057
"641","Runovici / Runovic / Novae","Novae","Runovići",17.1968,43.4057
"642","Runovici / Runovic / Novae","Novae","Podbablje",17.1968,43.4057
"643","Runovici / Runovic / Novae","Novae","Zmijavci",17.1968,43.4057
"644","Vrlika / Vrlica / Salona","Novae","Donji Proložac",17.1968,43.4057
"645","Zmijavci","Novae","Zmijavci",17.1968,43.4057
"646","Sovici","NULL","Grude",17.3306923,43.4024187
"647","Sovici",NA,NA,17.3306923,43.4024187
"648","Donje Selo / Solentia","NULL","Konjic",16.2605765,43.3996977
"649","Donje Selo / Solentia","Solentia, insula","Šolta",16.2752,43.3972
"650","Solin / Salona","Solentia, insula","Šolta",16.2752,43.3972
"651","Solta, Otok / Solentia","Solentia, insula","Šolta, Insel",16.2752,43.3972
"652","Solta, Otok / Solentia","Solentia, insula","Šolta",16.2752,43.3972
"653","Prijepolje / Municipium Splonistarum","NULL","Prijepolje",19.6496772,43.3891969
"654","Runovici / Runovic / Novae","NULL","Imotski, bei",17.2354538,43.38889
"655","Runovici / Runovic / Novae","NULL","Proložac",17.2354538,43.38889
"656","Runovici / Runovic / Novae",NA,NA,17.2354538,43.38889
"657","Seljane","NULL","Prijepolje",19.5667479,43.3760385
"658","Seljasnica","NULL","Prijepolje",19.5922106,43.3716225
"659","Kolovrat / Municipium Splonistarum","NULL","Prijepolje",19.626587,43.3691604
"660","Kolovrat / Municipium Splonistarum",NA,NA,19.626587,43.3691604
"661","Baska Voda","NULL","Baška Voda",16.9482271,43.3582543
"662","Pljevlja / Komini / Municipium Splonistarum","NULL","Prijepolje",19.3584715,43.3565611
"663","Skrip / Brattia","NULL","Supetar",16.603408,43.3546077
"664","Brac, Otok / Brattia","Brattia, insula","Pučišća",16.5444,43.3436
"665","Brac, Otok / Brattia","Brattia, insula","Pučišća, bei",16.5444,43.3436
"666","Brac, Otok / Brattia","Brattia, insula","Postira",16.5444,43.3436
"667","Brac, Otok / Brattia","Brattia, insula","Pučišća - Postira, zwischen",16.5444,43.3436
"668","Brac, Otok / Brattia","Brattia, insula","Brač, Insel",16.5444,43.3436
"669","Brac, Otok / Brattia","Brattia, insula","Škrip",16.5444,43.3436
"670","Brac, Otok / Brattia","Brattia, insula","Sutivan",16.5444,43.3436
"671","Brac, Otok / Brattia","Brattia, insula","Nerežišća",16.5444,43.3436
"672","Kornat, Otok","Brattia, insula","Splitska - Skrip, zwischen",16.5444,43.3436
"673","Solin / Salona","Brattia, insula","Nerežišća",16.5444,43.3436
"674","Babin Potok / Babispotok / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"675","Cicje Polje","Municipium S[---]","Prijepolje - Pljevlja, zwischen",19.3204,43.3424
"676","Dzamija / Domavium","Municipium S[---]","Pljevlja",19.3204,43.3424
"677","Ilijino Brdo / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"678","Kolovrat / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"679","Otilovici","Municipium S[---]","Pljevlja",19.3204,43.3424
"680","Pljevlja / Komini / Municipium Splonistarum","Municipium S[---]","Pljevlja",19.3204,43.3424
"681","Mrduja","NULL","Milna",16.4099512,43.3385083
"682","Donja Bijenja","NULL","Nevesinje",18.1597377,43.3370267
"683","Zupa","NULL","Drvar",17.1125675,43.3369154
"684","Promajna","NULL","Baška Voda",16.9737189,43.3348513
"685","Povlja","Brattia, insula","Selca",16.8377033,43.3331922
"686","Brac, Otok / Brattia","NULL","Supetar",16.654819,43.3239838
"687","Brac, Otok / Brattia","NULL","Bol",16.654819,43.3239838
"688","Brac, Otok / Brattia",NA,NA,16.654819,43.3239838
"689","Rasici","Aufustianis","Grude",17.3588,43.3203
"690","Tihaljina","Aufustianis","Grude",17.3588,43.3203
"691","Makarska","Muccurum","Makarska",17.0178,43.2969
"692","Runovici / Runovic / Novae","Muccurum","Makarska, bei",17.0178,43.2969
"693","Vid / Narona","Muccurum","Makarska, bei",17.0178,43.2969
"694","Cerin","NULL","Čitluk",17.6414199,43.2727063
"695","Tucepi","Laurento","Tučepi",17.0580946,43.2651336
"696","Blagaj","NULL","Novi Grad",17.8904391,43.2575855
"697","Podgora","NULL","Podgora",17.0750713,43.2433472
"698","Malo Polje / Domavium","NULL","Mostar",17.8843809,43.2418645
"699","Vitina","NULL","Ljubuški",17.4773288,43.2403439
"700","Veljaci / Bigeste",NA,NA,17.4433546,43.2362774
"701","Brodarevo","NULL","Prijepolje",19.7176308,43.2309869
"702","Proboj","NULL","Ljubuški",17.5226262,43.2299652
"703","Bukovica / Domavium","NULL","Ljubovija",18.1138889,43.2286111
"704","Dracevica","NULL","Ljubuški",17.5172138,43.2253241
"705","Krehin Dvor / Krehundvor","NULL","Čitluk",17.7148646,43.2180292
"706","Grab",NA,NA,17.4579442,43.2148243
"707","Krehin Gradac","NULL","Čitluk",17.7145162,43.2110013
"708","Gradina / Domavium","NULL","Posušje",18.4200399,43.2078027
"709","Gradina / Domavium","NULL","Jasenice",18.4200399,43.2078027
"710","Udreznje","NULL","Nevesinje",18.0896083,43.2056426
"711","Martincev, Vrgorac","NULL","Vrgorac",17.3723608,43.2050358
"712","Vrgorac / Vergorazza / Vergoratz","NULL","Vrgorac",17.3723608,43.2050358
"713","Vrgorac / Vergorazza / Vergoratz",NA,NA,17.3723608,43.2050358
"714","Kutac","NULL","Ljubuški",17.5120379,43.2007125
"715","Ljubuski / Mlade / Bigeste","NULL","Ljubuški",17.540558,43.1904758
"716","Ljubuski / Mlade / Bigeste","NULL","Čitluk",17.540558,43.1904758
"717","Zivogosce","NULL","Podgora",17.1605863,43.188147
"718","Stari Grad / Argyruntum",NA,NA,16.5976553,43.1841534
"719","Bigeste","NULL","Ljubuški",17.528889,43.182222
"720","Bigeste","NULL","Velika Kladuša",17.528889,43.182222
"721","Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"722","Bijaca / Biaca","Bigeste - Narona","Ljubuški",17.5271,43.1818
"723","Hardomilje / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"724","Humac / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"725","Ljubuski / Mlade / Bigeste","Bigeste","Ljubuški, bei",17.5271,43.1818
"726","Ljubuski / Mlade / Bigeste","Bigeste","Ljubuški",17.5271,43.1818
"727","Pljevlja / Komini / Municipium Splonistarum","NULL","Ljubuški",17.5271,43.1818
"728","Stobrec / Epetino / Epetium","Bigeste","Ljubuški",17.5271,43.1818
"729","Trebizat","Bigeste","Ljubuški",17.5271,43.1818
"730","Vid / Narona","Bigeste","Ljubuški",17.5271,43.1818
"731","Vitalj, Otocac / Arupium","NULL","Ljubuški",17.5271,43.1818
"732","Scepan Krst","NULL","Berkovići",17.9766248,43.1761044
"733","Hvar / Lesina / Pharia","Pharia, insula","Hvar, Insel",16.4428,43.1725
"734","Hvar / Lesina / Pharia","Pharia, insula","Hvar",16.4428,43.1725
"735","Hvar / Lesina / Pharia","Pharia, insula","Hvar, bei",16.4428,43.1725
"736","Gacko","NULL","Gacko",18.5324678,43.1681651
"737","Dol / Pharia","Pharus","Stari Grad",16.6434,43.1661
"738","Hvar / Lesina / Pharia","Pharus","Stari Grad",16.6434,43.1661
"739","Stari Grad / Argyruntum","Pharus","Stari Grad",16.6434,43.1661
"740","Capljina / Ad Turres","Ad Turres","Čapljina",17.751,43.1604
"741","Klepci","Ad Turres","Čapljina",17.751,43.1604
"742","Mogorjelo","Ad Turres","Čapljina",17.751,43.1604
"743","Surmanci","Ad Turres","Čapljina",17.751,43.1604
"744","Svitava","Ad Turres","Čapljina",17.751,43.1604
"745","Tasovcici / Narona / Ad Turres","Ad Turres","Čapljina",17.751,43.1604
"746","Hardomilje / Bigeste",NA,NA,17.5493918,43.1575578
"747","Dabrica","NULL","Nevesinje",18.0012121,43.1425604
"748","Zaostrog / Zastrogh","NULL","Gradac",17.2795401,43.1404702
"749","Stari Ras / Ras","NULL","Novi Pazar",20.4155347,43.1282224
"750","Dubrava / Diluntum","Diluntum","Stolac",17.8414,43.1138
"751","Hodovo","Diluntum","Stolac",17.8414,43.1138
"752","Prenj","Diluntum","Stolac",17.8414,43.1138
"753","Stolac / Rotimlja / Megjina / Diluntum","Diluntum","Stolac",17.8414,43.1138
"754","Stolac / Rotimlja / Megjina / Diluntum","Diluntum","Stolac, bei",17.8414,43.1138
"755","Trijebanj","Diluntum","Stolac",17.8414,43.1138
"756","Borojevici",NA,NA,17.8976029,43.103041
"757","Vid / Narona","NULL","Janjina",17.6258524,43.0804139
"758","Vid / Narona","Nareste","Dugi Rat",17.6258524,43.0804139
"759","Vid / Narona","NULL","Dugi Rat",17.6258524,43.0804139
"760","Vid / Narona","NULL","Brela",17.6258524,43.0804139
"761","Vid / Narona","NULL","Trebinje",17.6258524,43.0804139
"762","Vid / Narona",NA,NA,17.6258524,43.0804139
"763","?","Narona","Metković",17.625,43.0801
"764","Crnici-Greda / Crnici","Narona","Čapljina",17.625,43.0801
"765","Donja Bijenja","NULL","Nevesinje",17.625,43.0801
"766","Dretelj","Ad Turres","Čapljina",17.625,43.0801
"767","Gabela","Narona","Čapljina",17.625,43.0801
"768","Janjina / Peljesac / Sabbioncello / Narona","Narona","Ston",17.625,43.0801
"769","Klek","Narona","Slivno",17.625,43.0801
"770","Metkovic / Narona","Narona","Metković",17.625,43.0801
"771","Neum, Vranjevo Selo / Narona","Narona","Neum",17.625,43.0801
"772","Orepak, Crnici","Narona","Čapljina",17.625,43.0801
"773","Prud","Narona","Metković",17.625,43.0801
"774","Risan / Risano / Risinium","Narona","Metković",17.625,43.0801
"775","Vid / Narona","Narona","Metković",17.625,43.0801
"776","Vid / Narona","Narona","Kula Norinska",17.625,43.0801
"777","Vid / Narona","Narona","Opuzen",17.625,43.0801
"778","Vid / Narona","Narona","Čapljina",17.625,43.0801
"779","Vid / Narona","Narona","Janjina",17.625,43.0801
"780","Dubrava / Diluntum","NULL","Omiš",17.958448,43.078729
"781","Gradina / Domavium","Issa, insula","Vis",16.1865,43.0655
"782","Vis / Issa","Issa, insula","Vis",16.1865,43.0655
"783","Vis / Issa","Issa, insula","Vis, bei",16.1865,43.0655
"784","Vis / Issa","Issa, insula","Komiža",16.1865,43.0655
"785","Vid / Narona","Narona","Čapljina",17.6884,43.0645
"786","Vid / Narona","Narona","Čapljina; Metković",17.6884,43.0645
